Category,Subcategory,Service Name,Phone Number,Physical Address,Hours of operation,Description,Wheelchair access (y),Language Help (y),Web address,Email Address
Health,Dental,White Bird - Community Dental Clinic,541-344-8302,"1415 Pearl St., Eugene",M-F 8-5,"Comprehensive dental care is provided, including fillings, extractions, and cleanings for low income individuals with OHP. Walk in and appointments available. Immediate need care is provided for people of all ages through emergency walk-in clinics.",y,y,whitebirdclinic.org,
Health,Dental,Willamette Family Health Clinic,541-762-4325,"195 W. 12th, Eugene (1st floor","M-F 8-12, 1-5",Primary care health services for those on the Oregon Health Plan. Free dental care on Mondays and Tuesdays only. Provides OHP sign up.,y,y,https://wfts.org/health-clinic.htm,
Health,HIV/AIDS,,,,,,,,,
Health,HIV/AIDS,Integrated Health Clinics of Eugene,541-344-3574,"715 Lincoln St. Eugene, OR, 97401","Hours: M - F 6am - 2:30pm, Sa 7-9:30am","Services for opioid addicted persons include: HIV/Hepatitis screening and counseling, TB testing, medication monitoring, medically supervised detoxification, urine drug screens, treatment/relapse prevention planning, individual, group and counseling, referrals for educational, vocational and other ancillary services, prevention education, intervention, mentor program.",y,y,integratedclinics.com,
Health,HIV/AIDS,"HIV Alliance, Inc. - Case Management",541-342-5088,City View st. Eugene,M-F 9-5,"Helps people living with HIV/AIDS to stabilize and maintain their health through support, advocacy, referral services and emergency financial assistance for basic needs like housing, food, electricity and heat, and medication. Call to make an appointment.",y,y,hivalliance.org,
Health,HIV/AIDS,"HIV Alliance, Inc. - HIV and Hepatitis C Testing",541-342-5088,"1195A City View St. Eugene, OR, 97402",M 3-7pm; Tue 5-7pm; Th 6-8pm; F 1-5pm,Offers free HIV and Hepatitis C testing for high risk individuals. Results are available in 20 minutes.,y,y,hivalliance.org,
Health,HIV/AIDS,HIV Alliance Outreach,541-342-5088,"1195 City View St., Eugene, OR 97402",Tu 1-3; F 1-5,"Needle exchange services provided to reduce Hepatitis C and HIV in Lane County, on the following schedule:",,,https://hivalliance.org/prevent/syringe-services/,
Health,HIV/AIDS,HIV Alliance Outreach,541-342-5088,2nd and Van Buren parking lot,MW 6-7:30pm,"Needle exchange services provided to reduce Hepatitis C and HIV in Lane County, on the following schedule:",,,https://hivalliance.org/prevent/syringe-services/,
Health,HIV/AIDS,HIV Alliance Outreach,541-342-5088,"South 18th and A, Springfield",Th 6-7:30pm,"Needle exchange services provided to reduce Hepatitis C and HIV in Lane County, on the following schedule:",,,https://hivalliance.org/prevent/syringe-services/,
Health,HIV/AIDS,HIV Alliance Community,541-342-5088,"1195a City View St, Eugene",M-F 9-5,Syringe drop off,,,https://hivalliance.org/prevent/syringe-services/,
Health,HIV/AIDS,Whitebird Syringe Drop-off,541-342-5088,"341 E 12th Ave, Eugene",7 days 8am-10pm,Syringe drop off,,,https://hivalliance.org/prevent/syringe-services/,
Health,HIV/AIDS,Buckley Center Syringe Drop Off,541-342-5088,"605 W 4th Ave, Eugene",24/7,Syringe drop off,,,https://hivalliance.org/prevent/syringe-services/,
Health,HIV/AIDS,Springfield Library Syringe Drop-off,541-342-5088,"225 N 5th St, Springfield (under walkway)",M-Sa 10AM-6PM,Syringe drop off,,,https://hivalliance.org/prevent/syringe-services/,
Health,HIV/AIDS,Eugene Service Station Syringe Drop-off,541-342-5088,"450 OR-99, Eugene","7 days, 8am-5pm",Syringe drop off,,,https://hivalliance.org/prevent/syringe-services/,
Health,HIV/AIDS,Washington-Jefferson Park Syringe Drop-off,541-342-5088,"1820 Roosevelt Blvd, Eugene (near skatepark bathrooms)",,Syringe drop off at container,,,https://hivalliance.org/prevent/syringe-services/,
Health,HIV/AIDS,Alton Baker Park Syringe Dropoff,541-342-5088,"100 Day Island Park, Eugene (near bathroom)",,Syringe drop off,,,https://hivalliance.org/prevent/syringe-services/,
Health,HIV/AIDS,Red Apple Bathroom,541-342-5088,6th and Monroe behind market,,Syringe drop off,,,https://hivalliance.org/prevent/syringe-services/,
Health,HIV/AIDS,Van Buren Syringe Drop Off,541-342-5088,2nd and Van Buren Bathroom,,Syringe drop off,,,https://hivalliance.org/prevent/syringe-services/,
Health,HIV/AIDS,Adams Syringe Drop Off,541-342-5088,2nd and Adams Bathroom,,Syringe drop off,,,https://hivalliance.org/prevent/syringe-services/,
Health,Medical Clinics/Urgent Care/Emergency Rooms,,,,,,,,,
Health,Medical Clinics/Urgent Care/Emergency Rooms,Integrated Health Clinics of Eugene,541-344-3574,"715 Lincoln St. Eugene, OR, 97401",M - F 6am - 2:30pm; Sa 7-9:30am,"Services for opioid addicted persons include: HIV/Hepatitis screening and counseling, TB testing, medication monitoring, medically supervised detoxification, urine drug screens, treatment/relapse prevention planning, individual, group and counseling, referrals for educational, vocational and other ancillary services, prevention education, intervention, mentor program.",y,y,integratedclinics.com,
Health,Medical Clinics/Urgent Care/Emergency Rooms,Lane County Public Health Services,541-682-4041,"151 W 7th Ave., Rm. 310 Eugene, OR, 97401",M - F 8 - 5,"Testing for Tuberculosis, sexually transmitted diseases, and immunizations provided. Accept OHP.",y,,lanecounty.org,
Health,Medical Clinics/Urgent Care/Emergency Rooms,McKenzie-Willamette Medical Center,541-726-4400,"1460 G St. Springfield, OR, 97477",24/7,Full hospital with 24 hour emergency services and maternity care.,y,y,mckweb.com,
Health,Medical Clinics/Urgent Care/Emergency Rooms,Occupy Medical,,1717 Centennial Blvd. suites 4 & 7,Su 12-4pm,"We offer medical, wound care, herbal medicine and emotional support. All services are free. Sundays, 12-4pm. Please arrive before 1pm to get your name on the list. Includes lunch.",y,y,http://occupy-medical.org/,
Health,Medical Clinics/Urgent Care/Emergency Rooms,Volunteers in Medicine,541- 685-1800,"2260 Marcola Rd, Springfield",MWTh 9 AM – 5 PM (Closed Noon – 1:20) Tu 1:30 PM – 8:30 PM (Closed 5- 5:30 PM),Health clinic and primary care for low-income patients. Call for a pre-screening interview.,y,,https://vim-clinic.org/patients/services-eugene/,
Health,Medical Clinics/Urgent Care/Emergency Rooms,White Bird - Medical Clinic,541-484-4800,"1400 Mill St. Eugene, OR, 97401",M-F 9-6 (Closed some Mondays 12:30-2:30),"Provides medical care targeted to those with low or no income. Walk-ins available any time during those hours. We accept OHP and have a sliding scale, no private insurance. Call for an appointment if possible.",y,y,whitebirdclinic.org,
Health,Medical Clinics/Urgent Care/Emergency Rooms,Willamette Family Health Clinic,541-762-4325,"195 W. 12th, Eugene (1st floor)","M-F 8-12, 1-5",Primary care health services for those on the Oregon Health Plan. Free dental care on Mondays and Tuesdays only. Provides OHP sign up.,y,y,https://wfts.org/health-clinic.htm,
Health,Medical Clinics/Urgent Care/Emergency Rooms,PeaceHealth Sacred Heart Medical Center University District ,541-686-7300,"1200 Hilyard Ave, Eugene",24/7,Emergency room,,,,
Health,Medical Clinics/Urgent Care/Emergency Rooms,PeaceHealth Sacred Heart Riverbend,541- 222-7300.,"3333 RiverBend Dr., Springfield, OR",24/7,Full hospital with 24 hour emergency room.,y,,peacehealth.org,
Health,Medical Clinics/Urgent Care/Emergency Rooms,PeaceHealth Sacred Heart Univ. District,541-686-7300,"1255 Hilyard St. Eugene, OR, 9740",24/7,Full hospital with emergency care provided 24/7.,y,y,peacehealth.org,
Health,Medical Clinics/Urgent Care/Emergency Rooms,"School Health Centers, Eugene School District",541-790-5227,"Churchill High, 1850 Bailey Hill, Eugene 541-790-5227",,"Health clinics for students and siblings ages 0 to 18 during school year, sliding scale costs. Mental health counselors at both sites M/T/Th/F 8-4. Nurse on site at Churchill M&Th and at North Eugene T&F.",,,,
Health,Medical Clinics/Urgent Care/Emergency Rooms,"School Health Centers, Eugene School District",541-790-4445.,"North Eugene High, 200 Silver Lane, Eugene",,"Health clinics for students and siblings ages 0 to 18 during school year, sliding scale costs. Mental health counselors at both sites M/T/Th/F 8-4. Nurse on site at Churchill M&Th and at North Eugene T&F.",,,,
Health,Medical Clinics/Urgent Care/Emergency Rooms,PeaceHealth Medical Group - Urgent Care Centers,541-222-7200,3321 West 11th Ave. Eugene,7 days 8am-7pm,Same day care for less than an emergency room. Accepts OHP.,,,peacehealth.org,
Health,Medical Clinics/Urgent Care/Emergency Rooms,PeaceHealth Medical Group - Urgent Care Centers,541-222-7375,"1400 Valley River Dr Ste 110, Eugene",7 days 8am-7pm,Same day care for less than an emergency room. Accepts OHP.,,,peacehealth.org,
Health,Medical Clinics/Urgent Care/Emergency Rooms,PeaceHealth Medical Group - Urgent Care Centers,541-222-7650,"860 Beltline Rd, Springfield",24/7,Same day care for less than an emergency room. Accepts OHP.,,,peacehealth.org,
Health,Medical Clinics/Urgent Care/Emergency Rooms,Community Health Clinics of Lane County,541-682-3550,"Brookside Clinic 1680 Chambers Street, Suite 103, Eugene, OR 97402",M-F 8-5,"Health care center for families, accepts OHP. Accepting new patients. Assistance with Oregon Health Plan applications is available. Lane County Family Planning services are available.",y,y,lanecounty.org/chc,
Health,Medical Clinics/Urgent Care/Emergency Rooms,Community Health Clinics of Lane County,541-682-3550,"Charnelton Health Clinic 151 W 7th Ave., #100 Eugene, OR, 97401",M-F 8-5,"Health care center for families, accepts OHP. Accepting new patients. Assistance with Oregon Health Plan applications is available. Lane County Family Planning services are available.",y,y,lanecounty.org/chc,
Health,Medical Clinics/Urgent Care/Emergency Rooms,Community Health Clinics of Lane County,541-682-3550,"Delta Oaks Clinic 1022 Green Acre Road, Eugene, OR 97408",M-F 8-5,"Health care center for families, accepts OHP. Accepting new patients. Assistance with Oregon Health Plan applications is available. Lane County Family Planning services are available.",y,y,lanecounty.org/chc,
Health,Medical Clinics/Urgent Care/Emergency Rooms,Community Health Clinics of Lane County,541-682-3550,"LCBH Primary Care 2411 Martin Luther King Jr. Blvd., Eugene, OR 97401",M-F 8-5,"Health care center for families, accepts OHP. Accepting new patients. Assistance with Oregon Health Plan applications is available. Lane County Family Planning services are available.",y,y,lanecounty.org/chc,
Health,Medical Clinics/Urgent Care/Emergency Rooms,Community Health Clinics of Lane County,541-682-3550,"Riverstone Clinic 2073 Olympic St, Springfield, OR 97477",M-F 8-5,"Health care center for families, accepts OHP. Accepting new patients. Assistance with Oregon Health Plan applications is available. Lane County Family Planning services are available.",y,y,lanecounty.org/chc,
Health,Medical Clinics/Urgent Care/Emergency Rooms,Community Health Clinics of Lane County,541-682-3550,"Springfield Schools Health Center 1050 10th Street, Springfield, OR 97477",M-F 8-5,"Health care center for families, accepts OHP. Accepting new patients. Assistance with Oregon Health Plan applications is available. Lane County Family Planning services are available.",y,y,lanecounty.org/chc,
Health,Needle Exchange/Disposal,,,,,,,,,
Health,Needle Exchange/Disposal,HIV Alliance Outreach,541-342-5088,"1195 City View St., Eugene, OR 97402",Tu 1-3; F 1-5,"Needle exchange services provided to reduce Hepatitis C and HIV in Lane County, on the following schedule:",,,https://hivalliance.org/prevent/syringe-services/,
Health,Needle Exchange/Disposal,HIV Alliance Outreach,541-342-5088,2nd and Van Buren parking lot,MW 6-7:30pm,"Needle exchange services provided to reduce Hepatitis C and HIV in Lane County, on the following schedule:",,,https://hivalliance.org/prevent/syringe-services/,
Health,Needle Exchange/Disposal,HIV Alliance Outreach,541-342-5088,"South 18th and A, Springfield",Th 6-7:30pm,"Needle exchange services provided to reduce Hepatitis C and HIV in Lane County, on the following schedule:",,,https://hivalliance.org/prevent/syringe-services/,
Health,Needle Exchange/Disposal,HIV Alliance Community,541-342-5088,"1195a City View St, Eugene",M-F 9-5,Syringe drop off,,,https://hivalliance.org/prevent/syringe-services/,
Health,Needle Exchange/Disposal,Whitebird Syringe Drop-off,541-342-5088,"341 E 12th Ave, Eugene",7 days 8am-10pm,Syringe drop off,,,https://hivalliance.org/prevent/syringe-services/,
Health,Needle Exchange/Disposal,Buckley Center Syringe Drop Off,541-342-5088,"605 W 4th Ave, Eugene",24/7,Syringe drop off,,,https://hivalliance.org/prevent/syringe-services/,
Health,Needle Exchange/Disposal,Springfield Library Syringe Drop-off,541-342-5088,"225 N 5th St, Springfield (under walkway)",M-Sa 10AM-6PM,Syringe drop off,,,https://hivalliance.org/prevent/syringe-services/,
Health,Needle Exchange/Disposal,Eugene Service Station Syringe Drop-off,541-342-5088,"450 OR-99, Eugene","7 days, 8am-5pm",Syringe drop off,,,https://hivalliance.org/prevent/syringe-services/,
Health,Needle Exchange/Disposal,Washington-Jefferson Park Syringe Drop-off,541-342-5088,"1820 Roosevelt Blvd, Eugene (near skatepark bathrooms)",,Syringe drop off at container,,,https://hivalliance.org/prevent/syringe-services/,
Health,Needle Exchange/Disposal,Alton Baker Park Syringe Dropoff,541-342-5088,"100 Day Island Park, Eugene (near bathroom)",,Syringe drop off,,,https://hivalliance.org/prevent/syringe-services/,
Health,Needle Exchange/Disposal,Red Apple Bathroom,541-342-5088,6th and Monroe behind market,,Syringe drop off,,,https://hivalliance.org/prevent/syringe-services/,
Health,Needle Exchange/Disposal,Van Buren Syringe Drop Off,541-342-5088,2nd and Van Buren Bathroom,,Syringe drop off,,,https://hivalliance.org/prevent/syringe-services/,
Health,Needle Exchange/Disposal,Adams Syringe Drop Off,541-342-5088,2nd and Adams Bathroom,,Syringe drop off,,,https://hivalliance.org/prevent/syringe-services/,
Health,Oregon Health Plan Sign Up,,,,,,,,,
Health,Oregon Health Plan Sign Up,Catholic Community Services Eugene Center,541-345-3628 xt. 404,"1464 W 6th Ave, Eugene",M-F 9-4:30,"Oregon Health Plan sign up assistance available. Also food pantry, rental assistance, utility assistance, housing referrals, prescription assistance, referrals to employment counseling are also available.",y,y,https://www.ccslc.org/food-clothing-and-emergency-help,
Health,Oregon Health Plan Sign Up,Catholic Community Services Springfield Center,541-345-3628,1025 G St. Springfield,T-F 9-4:30,"Oregon Health Plan sign up available. Also a food pantry, clothing closet, rental assistance, utility assistance, housing referrals, prescription assistance, referrals to employment counseling, SNAP enrollment assistance, are also available.",y,y,https://www.ccslc.org/food-clothing-and-emergency-help,
Health,Oregon Health Plan Sign Up,Department of Human Services,541-686-7722,"2101 W. 11 th Ave., Eugene",M-F 7am-6pm,,,,,
Health,Oregon Health Plan Sign Up,Department of Human Services,541-686-7555,"1899 Willamette St., Eugene",M-F 8am-5pm,,,,,
Health,Oregon Health Plan Sign Up,Department of Human Services,541-726- 3525,"101 30th St., Springfield",M-F 7am-6pm ,,,,,
Health,Oregon Health Plan Sign Up,Department of Human Services,541- 726-6644,1040 Harlow Rd. (child welfare program only),M-F 8-5,,,,,
Health,Oregon Health Plan Sign Up,Oregon Health Plan,800-699-9075,,"7 days, 8-5",Apply for Oregon Health Plan online.,,,https://www.oregon.gov/oha/HSD/OHP/Pages/Apply.aspx,
Health,Oregon Health Plan Sign Up,Senior & Disability Services,541-682-3353,"1015 Willamette St. Eugene, OR, 97401",M-F 9-4,"Provides a variety of services to seniors and family caregivers throughout Lane County including information and referral, short-term assistance (e.g. - Energy Assistance certification), in-home help, Medicaid and SNAP, Meals on Wheels, grocery/medical transport, and case management for persons 60 years and older and persons with disabilities (age 18 & older).",y,y,,
Health,Oregon Health Plan Sign Up,White Bird - Sharing Healthcare Options Program,541-342-1295,"323 E 12th Ave, Eugene",M-Th 12-2pm,Helps clients sign up for the Oregon Health Plan. They can also provide assistance with purchasing private insurance through www.healthcare.gov. Walk in during hours. Appointments are available by request.,,,www.healthcare.gov.,
Health,Oregon Health Plan Sign Up,Willamette Family Health Clinic,541-762-4325,"195 W. 12th, Eugene (1st floor)","M-F 8-12, 1-5",Primary care health services for those on the Oregon Health Plan. Free dental care on Mondays and Tuesdays only. Provides OHP sign up.,y,y,https://wfts.org/health-clinic.htm,
Health,Prescription Assistance (non-pain reliever),,,,,,,,,
Health,Prescription Assistance (non-pain reliever),FISH/Trinity United Methodist Church,541-689-9750,"440 Maxwell Rd. Eugene, OR",M - F 10am - 2:30pm,"Provides emergency food, propane and prescription drug assistance to individuals and families. Operates a food cupboard and takes calls for food, prescription drug and propane assistance five days a week.",y,,trinityumceugene.org/fish-food-pantry/,
Health,Prescription Assistance (non-pain reliever),St. Vincent de Paul Social Services,541-689-6747,"456 Highway 99 N, Eugene",MTThF 10am-4pm,"Social Services provides one-time rental assistance, a food pantry, clothing, vouchers for household goods, propane, prescription assistance, and Second Chance Renters Rehabilitation.",y,,www.svdp.us/get-help/,
Health,"Reproductive Health, Birth Control",,,,,,,,,
Health,"Reproductive Health, Birth Control",Boys and Girls Aid,503-222-9661,,M-F 8:30-5pm,"Pregnancy counseling to discuss options when pregnant. You can also text “Askme” to 503.841.2672 Phone, chat or text only. Live chat on website available evenings and weekends.",,,https://www.boysandgirlsaid.org/options,
Health,"Reproductive Health, Birth Control",Lane County Prenatal Care Clinic,541-682-3550,"151 W 7th Ave #310, Eugene",T-F 8-5,"Provides pre-natal care and maternity case management, as well as post-partum support. Arrange for midwives to deliver at a hospital. Only accept OHP clients. Walk in available.",y,y,anecounty.org/chc,
Health,"Reproductive Health, Birth Control",Northwest Abortion Access Fund,866-692-2310,,,"Provides abortion information and referral services over the phone, as well as funding for abortions and abortion access issues (transportation, childcare, lodging).",,y,NWAAfund.org,
Health,"Reproductive Health, Birth Control",First Way of Eugene,541-687-8651,"1162 B St. #213 Springfield, Or 97477",TWTh 10-4,"Provides pregnancy tests, ultrasound, baby and toddler clothes, baby wipes, diapers, all without charge. Pregnant women can be signed up for insurance and receive referrals for health services.",,,https://www.1st-way.org/,
Health,"Reproductive Health, Birth Control",Planned Parenthood of Southwestern OR - Eugene,541-344-9411,541-344-9411,"MTWF 9:30 - 6, Th 10:30 - 6 Sat 8:30-4","A private family-planning agency providing pregnancy tests,birth control, STI screening and treatment, HIV testing, pregnancy testing, men's and women's health care services, reproductive health counseling, and education. Menstrual care packets and condoms are available. Accepts OHP.",y,y,https://www.plannedparenthood.org/planned-parenthood-southwestern-oregon/patient-resources,
Health,"Reproductive Health, Birth Control",Planned Parenthood West Eugene Health Center,541-344-9411,"793 N Danebo, Eugene",MTWF- 9:30am-6pm Th 10:30am-6pm,"Services provided include: Pregnancy tests, birth control, STI and HIV testing, pregnancy testing, abortion referral, both women’s and men’s health care, reproductive health counseling and education. Menstrual care packets and condoms are available. Accepts OHP.",y,y,https://www.plannedparenthood.org/health-center/oregon/eugene/97402/west-eugene-health-center-3069-91380,
Health,"Reproductive Health, Birth Control",First Way Mobile Unit,541-687-8651,"St. Mary’s Catholic Church 1062 Charnelton, Eugene",Tuesdays 12-3,Free pregnancy tests and ultrasounds at the following locations and times:,,,,
Health,"Reproductive Health, Birth Control",First Way Mobile Unit,541-687-8651,"1025 G St, Springfield  (Catholic Community Services)",Wednesdays 12-3pm,Free pregnancy tests and ultrasounds at the following locations and times:,,,,
Health,"Reproductive Health, Birth Control",Community Health Clinics of Lane County,541-682-3550,"Brookside Clinic 1680 Chambers Street, Suite 103, Eugene, OR 97402",M-F 8-5,"Lane County Family Planning services are available. Health care center for families, accepts OHP. Accepting new patients. Assistance with Oregon Health Plan applications is available.",y,y,lanecounty.org/chc,
Health,"Reproductive Health, Birth Control",Community Health Clinics of Lane County,541-682-3550,"Charnelton Health Clinic 151 W 7th Ave., #100 Eugene, OR, 97401",M-F 8-5,"Lane County Family Planning services are available. Health care center for families, accepts OHP. Accepting new patients. Assistance with Oregon Health Plan applications is available.",y,y,lanecounty.org/chc,
Health,"Reproductive Health, Birth Control",Community Health Clinics of Lane County,541-682-3550,"Delta Oaks Clinic 1022 Green Acre Road, Eugene, OR 97408",M-F 8-5,"Lane County Family Planning services are available. Health care center for families, accepts OHP. Accepting new patients. Assistance with Oregon Health Plan applications is available.",y,y,lanecounty.org/chc,
Health,"Reproductive Health, Birth Control",Community Health Clinics of Lane County,541-682-3550,"LCBH Primary Care 2411 Martin Luther King Jr. Blvd., Eugene, OR 97401",M-F 8-5,"Lane County Family Planning services are available. Health care center for families, accepts OHP. Accepting new patients. Assistance with Oregon Health Plan applications is available.",y,y,lanecounty.org/chc,
Health,"Reproductive Health, Birth Control",Community Health Clinics of Lane County,541-682-3550,"Riverstone Clinic 2073 Olympic St, Springfield, OR 97477",M-F 8-5,"Lane County Family Planning services are available. Health care center for families, accepts OHP. Accepting new patients. Assistance with Oregon Health Plan applications is available.",y,y,lanecounty.org/chc,
Health,"Reproductive Health, Birth Control",Community Health Clinics of Lane County,541-682-3550,"Springfield Schools Health Center 1050 10th Street, Springfield, OR 97477",M-F 8-5,"Lane County Family Planning services are available. Health care center for families, accepts OHP. Accepting new patients. Assistance with Oregon Health Plan applications is available.",y,y,lanecounty.org/chc,
Health,Vision/Hearing Aids,,,,,,,,,
Health,Vision/Hearing Aids,Lions Clubs International - State of Oregon,541-484-0452,,,"The Lions Club is a service club which provides financial assistance for children and adults who need visual aids, hearing aids, eye or ear surgery. Phone referrals only, and services available only to qualifying applicants.",y,,https://lionsclubs.org,
Health,Vision/Hearing Aids,Oregon Relay 711,Dial 711,,24/7,"Free, 24-hour, statewide for deaf, hard of hearing, deaf-blind, speech disabled, to place and receive calls.",,y,https://www.oregonrelay.com,
Health,Vision/Hearing Aids,White Bird - Front Rooms Resource Center,541-342-8255,,7 days 8am-10pm,"White Bird Front Rooms provides vouchers for no cost vision exams, lenses and frames. They also provide water, a mail/messaging service, phone access, clothing, bathrooms, and indoor shelter for up to two hours at a time. Referrals and information are available by phone or walk in.",,y,https://whitebirdclinic.org/front-rooms,
Housing,Housing Navigation,,,,,,,,,
Housing,Housing Navigation,G-Street Oasis,541.214.0260,"1175 G St., Springfield",M-F 9-3,"Provides day shelter and other services for homeless families with children. Laundry, hygiene supplies, bathrooms, kitchen facilities and showers available. They also provide limited transitional housing and referrals for families. To obtain services one must be registered in the program, please call Gail at the phone above to register, or email gstreet@ccslc.org",,,https://www.ccslc.org/g-street-oasis,gstreet@ccslc.org
Housing,Housing Navigation,Homes For Good,541-682-3755,177 Day Island Rd. Eugene,,"Rental assistance program, including sign-up for Section 8. Complete a housing application when the wait list is open.",y,y,https://homesforgood.org/,
Housing,Housing Navigation,St. Vincent de Paul Society,541-687-5820,2890 Chad Dr. Eugene,M - F 8 – 5,"Apply for St. Vincent housing, apartments and houses, and also Veterans housing.",y,y,svdp.us,
Housing,Housing Navigation,St. Vincent de Paul Support Services for Veteran Families,541-743-7107,"2890 Chad Dr., Eugene",M - F 8 – 5,"Housing assistance, eviction prevention, referrals and assistance to other services and benefits. Aimed at helping homeless veterans and those at risk of homelessness with the resources needed to become or remain permanently housed.",y,y,https://www.svdp.us/what-we-do/affordable-housing/supportive-services-veteran-families/,
Housing,Housing Navigation,Shelter Care,541-689-7156,"499 W. 4th Avenue, Eugene",M-F 8:30-4:30,"Homeless prevention program. Shelter for families, the medically-fragile and others in crisis. Usual wait for shelter is 2-4 weeks",,,https://www.sheltercare.org/what-we-do/,
Housing,Housing Navigation,"Sponsors, Inc.- Re-Entry Resource Center",541-505-5690,"338 Hwy. 99 N Eugene, OR, 97402",M-F 8-4:30,"Services for those on probation or parole. Transitional housing for men and women. Information, resources and referrals to find employment. Drop in or make an appointment.",y,,sponsorsinc.org/rrc/,
Housing,Housing Navigation,"Sponsors, Inc.- Re-Entry Resource Center",541-505-5690,767 East 8th Ave Eugene,M-F 8-4:30,Women’s assistance program to re-enter life after incarceration,,,sponsorsinc.org/rrc/,
Housing,Overnight Parking,,,,,,,,,
Housing,Overnight Parking,First Place Family Center,541-342-7728,"1995 Amazon Parkway, Eugene",7 days 8am-5pm,"First Place Family Center signs families up for a limited number of overnight parking slots during the winter. They also offer a day time facility for families with children, meals, mail service, laundry, computers, preschool, limited overnight accommodations, and referrals for jobs, housing and recovery.",y,y,https://www.svdp.us/what-we-do/homeless-services/first-place-family-center/,
Housing,Overnight Parking,St. Vincent de Paul - Eugene Service Station,541-461-8688,"450 Highway 99 North Eugene, OR 97402",7 days 8am-5pm,"The Eugene Service Station signs individuals up for a limited number of overnight parking slots during the winter. They also provide day shelter, bathrooms, meals, laundry services, showers, telephones, mail services, and Dusk to Dawn shelter. They also provide vouchers for St. Vincent’s thrift stores, which can be used for clothes, bedding, and other items.",u,,https://www.svdp.us/what-we-do/homeless-services/eugene-service-station/,
Housing,Transitional or Permanent Housing,,,,,,,,,
Housing,Transitional or Permanent Housing,Cornerstone Community Housing,541-683-1751,"1175 Charnelton St. Eugene, OR",M-Th 9-4; F 9-12,Provides affordable community housing.,,,https://cornerstonecommunityhousing.org/housing-communities/,
Housing,Transitional or Permanent Housing,G-Street Oasis,541.214.0260,"1175 G St., Springfield",M-F 9-3,"Provides day shelter and other services for homeless families with children. Laundry, hygiene supplies, bathrooms, kitchen facilities and showers available. They also provide limited transitional housing and referrals for families. To obtain services one must be registered in the program, please call Gail at the phone above to register, or email gstreet@ccslc.org",,,https://www.ccslc.org/g-street-oasis,gstreet@ccslc.org
Housing,Transitional or Permanent Housing,Homes For Good,541-682-3755,"177 Day Island Rd. Eugene, OR, 97401",M-Th 8-4,"Rental assistance program, including sign-up for Section 8. Complete a housing application when the wait list is open.",y,y,https://homesforgood.org/,
Housing,Transitional or Permanent Housing,Shelter Care,541-689-7156,"499 W. 4th Avenue, Eugene",M-F 8:30-4:30,"Homeless prevention program. Shelter for families, the medically-fragile and others in crisis. Usual wait for shelter is 2-4 weeks",,,https://www.sheltercare.org/what-we-do/,
Housing,Transitional or Permanent Housing,"Sponsors, Inc.- Re-Entry Resource Center",541-505-5690,"338 Hwy. 99 N Eugene, OR, 97402",M-F 8-4:30,"Services for those on probation or parole. Transitional housing for men and women. Information, resources and referrals to find employment. Drop in or make an appointment. Women’s assistance program is located at: 767 East 8th Ave Eugene, OR97402",y,,sponsorsinc.org/rrc/,
Housing,Transitional or Permanent Housing,St. Vincent de Paul Society,541-687-5820,"2890 Chad Dr. Eugene, OR, 97408",M - F 8 – 5,"Apply for St. Vincent housing, apartments and houses, and also Veterans housing.",y,y,svdp.us,
Housing,Transitional or Permanent Housing,Opportunity Village,541-606-4455,"111 N Garfield, Eugene",7 days 10-5,"Transitional shelter for adults, singles and couples.",,,https://www.squareonevillages.org/opportunity,
Housing,Overnight/Short Term Shelters,,,,,,,,,
Housing,Overnight/Short Term Shelters,"Community Supported Shelters,",541-683- 0836,"1160 Grant St, Eugene, OR 97402","M- 12-2pm; T,Th,F- 10-2","Provides transitional shelter in Conestoga hut. Safe Spot Community, along with plan advisers and peer support. Apply at office. Wheelchair access.",y,,https://communitysupportedshelters.org/,
Housing,Overnight/Short Term Shelters,Egan Warming Centers,,,,"Provides warm places to sleep when temperatures drop below 30 degrees between November 15th and March 31st. There are several host sites, including a site dedicated to homeless youth. Please check website to see which sites are active.",y,,eganwarmingcenter.com,
Housing,Overnight/Short Term Shelters,Eugene Mission,541-344-3251,"542 West 1st Avenue, Eugene",Call for hours,"Provides overnight shelters. A lottery is held at 9am for available spaces, and all guests must sign in before 9am. There is a men’s shelter, a women’s shelter and a shelter for women with children (under 17). Overnight guests also have the following services available: laundry facilities, showers, meals, clothing, mail service, haircuts, case management, referrals.",y,y,https://eugenemission.org,
Housing,Overnight/Short Term Shelters,First Place Family Center,541-342-7728,"1995 Amazon Parkway, Eugene OR 97405",7 days 8am-5pm,"Offers a day time facility for families with children, meals, mail service, laundry, computers, preschool, limited overnight accommodations, and referrals for jobs, housing and recovery. ",y,y,https://www.svdp.us/what-we-do/homeless-services/first-place-family-center/,
Housing,Overnight/Short Term Shelters,Nightingale Hosted Shelters,541-632-4278,"3500 Hilyard St Eugene Oregon 97405 (rest area),",M-F 9-5,"Temporary shelter and healthy supportive community for people who are unhoused. NHS provides Conestoga huts or tents, port-a-potties, and garbage and recycling. Apply online to get on the waiting list.",y,,https://nightingaleshelters.org/,
Housing,Overnight/Short Term Shelters,Shelter Care,541-689-7156,"499 W. 4th Avenue, Eugene",M-F 8:30-4:30,"Homeless prevention program. Shelter for families, the medically-fragile and others in crisis. Usual wait for shelter is 2-4 weeks",,,https://www.sheltercare.org/what-we-do/,
